"Date","Num_Employees","Num_Customers","Pct_On_Sale","TouristEvent","Sales","Month","DayOfWeek","Weekend","Year"
2012-10-06,46,443,9.03,"Yes",49367,"Out","sábado",TRUE,2012
2012-10-07,41,287,10.08,"Yes",38587,"Out","domingo",TRUE,2012
2012-10-08,17,178,11.69,"Yes",26393,"Out","segunda-feira",FALSE,2012
2012-10-09,10,37,8.68,"No",20959,"Out","terça-feira",FALSE,2012
2012-10-10,8,38,11.16,"No",18132,"Out","quarta-feira",FALSE,2012
2012-10-11,11,53,8.17,"No",19649,"Out","quinta-feira",FALSE,2012
2012-10-12,15,84,11.06,"No",23299,"Out","sexta-feira",FALSE,2012
2012-10-13,12,114,11.17,"No",32821,"Out","sábado",TRUE,2012
2012-10-14,14,81,7.43,"No",18949,"Out","domingo",TRUE,2012
2012-10-15,9,41,11.68,"No",14021,"Out","segunda-feira",FALSE,2012
2012-10-16,9,49,7.65,"No",20496,"Out","terça-feira",FALSE,2012
2012-10-17,8,44,6.57,"No",16147,"Out","quarta-feira",FALSE,2012
2012-10-18,16,52,13.26,"No",22139,"Out","quinta-feira",FALSE,2012
2012-10-19,23,73,15.2,"No",23193,"Out","sexta-feira",FALSE,2012
2012-10-20,17,137,15.83,"No",25768,"Out","sábado",TRUE,2012
2012-10-21,18,84,13.35,"No",27035,"Out","domingo",TRUE,2012
2012-10-22,8,41,7.36,"No",22795,"Out","segunda-feira",FALSE,2012
2012-10-23,8,50,9.57,"No",20847,"Out","terça-feira",FALSE,2012
2012-10-24,13,56,7.98,"No",22449,"Out","quarta-feira",FALSE,2012
2012-10-25,13,53,6.76,"No",27938,"Out","quinta-feira",FALSE,2012
2012-10-26,21,68,8.39,"No",24977,"Out","sexta-feira",FALSE,2012
2012-10-27,16,84,11.3,"No",32001,"Out","sábado",TRUE,2012
2012-10-28,17,61,9.26,"No",25932,"Out","domingo",TRUE,2012
2012-10-29,8,38,10.6,"No",21144,"Out","segunda-feira",FALSE,2012
2012-10-30,9,44,6.1,"No",25462,"Out","terça-feira",FALSE,2012
2012-10-31,11,55,6.74,"No",25042,"Out","quarta-feira",FALSE,2012
2012-11-01,11,53,11.15,"No",20905,"Nov","quinta-feira",FALSE,2012
2012-11-02,17,82,5.91,"No",17758,"Nov","sexta-feira",FALSE,2012
2012-11-03,13,115,6.9,"No",32850,"Nov","sábado",TRUE,2012
2012-11-04,14,86,10.51,"No",25815,"Nov","domingo",TRUE,2012
2012-11-05,6,41,9.3,"No",27991,"Nov","segunda-feira",FALSE,2012
2012-11-06,9,41,10.36,"No",24281,"Nov","terça-feira",FALSE,2012
2012-11-07,11,47,11.44,"No",22465,"Nov","quarta-feira",FALSE,2012
2012-11-08,15,55,7.07,"No",25771,"Nov","quinta-feira",FALSE,2012
2012-11-09,19,79,8.96,"No",32106,"Nov","sexta-feira",FALSE,2012
2012-11-10,47,468,11.01,"Yes",53732,"Nov","sábado",TRUE,2012
2012-11-11,47,357,8.54,"Yes",46619,"Nov","domingo",TRUE,2012
2012-11-12,19,315,9.86,"Yes",49588,"Nov","segunda-feira",FALSE,2012
2012-11-13,10,47,6.98,"No",24748,"Nov","terça-feira",FALSE,2012
2012-11-14,12,50,8.61,"No",22983,"Nov","quarta-feira",FALSE,2012
2012-11-15,14,60,11.58,"No",23143,"Nov","quinta-feira",FALSE,2012
2012-11-16,22,89,15.72,"No",28003,"Nov","sexta-feira",FALSE,2012
2012-11-17,28,159,20.83,"No",42168,"Nov","sábado",TRUE,2012
2012-11-18,21,116,15.61,"No",32571,"Nov","domingo",TRUE,2012
2012-11-19,15,78,9.23,"No",29324,"Nov","segunda-feira",FALSE,2012
2012-11-20,14,82,15.41,"No",32554,"Nov","terça-feira",FALSE,2012
2012-11-21,13,89,14.78,"No",29887,"Nov","quarta-feira",FALSE,2012
2012-11-22,7,130,15.85,"No",27355,"Nov","quinta-feira",FALSE,2012
2012-11-23,35,596,16.58,"No",83973,"Nov","sexta-feira",FALSE,2012
2012-11-24,21,163,17.12,"No",36725,"Nov","sábado",TRUE,2012
2012-11-25,22,122,18.26,"No",36341,"Nov","domingo",TRUE,2012
2012-11-26,9,48,15.2,"No",35272,"Nov","segunda-feira",FALSE,2012
2012-11-27,10,45,11.13,"No",26540,"Nov","terça-feira",FALSE,2012
2012-11-28,9,53,11.73,"No",30778,"Nov","quarta-feira",FALSE,2012
2012-11-29,17,53,10.86,"No",33402,"Nov","quinta-feira",FALSE,2012
2012-11-30,17,68,16.57,"No",40241,"Nov","sexta-feira",FALSE,2012
2012-12-01,16,148,11.49,"No",39802,"Dez","sábado",TRUE,2012
2012-12-02,20,104,11.89,"No",35586,"Dez","domingo",TRUE,2012
2012-12-03,9,51,15.43,"No",32195,"Dez","segunda-feira",FALSE,2012
2012-12-04,6,54,17.83,"No",29759,"Dez","terça-feira",FALSE,2012
2012-12-05,9,66,16.52,"No",33779,"Dez","quarta-feira",FALSE,2012
2012-12-06,12,69,14.93,"No",37177,"Dez","quinta-feira",FALSE,2012
2012-12-07,14,89,13.84,"No",33137,"Dez","sexta-feira",FALSE,2012
2012-12-08,15,134,11.02,"No",37466,"Dez","sábado",TRUE,2012
2012-12-09,12,141,18.42,"No",40191,"Dez","domingo",TRUE,2012
2012-12-10,7,62,13.28,"No",35685,"Dez","segunda-feira",FALSE,2012
2012-12-11,9,69,13.6,"No",44138,"Dez","terça-feira",FALSE,2012
2012-12-12,11,80,13.96,"No",39141,"Dez","quarta-feira",FALSE,2012
2012-12-13,15,76,11.7,"No",36820,"Dez","quinta-feira",FALSE,2012
2012-12-14,20,98,20.08,"No",37511,"Dez","sexta-feira",FALSE,2012
2012-12-15,21,197,19.7,"No",37334,"Dez","sábado",TRUE,2012
2012-12-16,13,159,19.57,"No",36065,"Dez","domingo",TRUE,2012
2012-12-17,11,114,18.95,"No",34267,"Dez","segunda-feira",FALSE,2012
2012-12-18,8,111,15.46,"No",37227,"Dez","terça-feira",FALSE,2012
2012-12-19,9,144,20.43,"No",36159,"Dez","quarta-feira",FALSE,2012
2012-12-20,15,144,17.77,"No",44492,"Dez","quinta-feira",FALSE,2012
2012-12-21,17,174,19.61,"No",42318,"Dez","sexta-feira",FALSE,2012
2012-12-22,16,258,21.57,"No",55069,"Dez","sábado",TRUE,2012
2012-12-23,23,258,18.79,"No",49609,"Dez","domingo",TRUE,2012
2012-12-24,14,120,23.08,"No",35507,"Dez","segunda-feira",FALSE,2012
2012-12-25,0,0,0,"No",0,"Dez","terça-feira",FALSE,2012
2012-12-26,13,250,20.22,"No",34214,"Dez","quarta-feira",FALSE,2012
2012-12-27,16,144,21.04,"No",35652,"Dez","quinta-feira",FALSE,2012
2012-12-28,16,147,13.11,"No",36700,"Dez","sexta-feira",FALSE,2012
2012-12-29,12,168,13.64,"No",37808,"Dez","sábado",TRUE,2012
2012-12-30,12,160,18.6,"No",34815,"Dez","domingo",TRUE,2012
2012-12-31,11,135,14.52,"No",40956,"Dez","segunda-feira",FALSE,2012
2013-01-01,9,78,19.25,"No",29304,"Jan","terça-feira",FALSE,2013
2013-01-02,7,103,14.51,"No",31604,"Jan","quarta-feira",FALSE,2013
2013-01-03,12,75,21.65,"No",27187,"Jan","quinta-feira",FALSE,2013
2013-01-04,14,76,18.34,"No",31037,"Jan","sexta-feira",FALSE,2013
2013-01-05,12,109,18.44,"No",29755,"Jan","sábado",TRUE,2013
2013-01-06,15,72,16.42,"No",30546,"Jan","domingo",TRUE,2013
2013-01-07,5,55,18.96,"No",27229,"Jan","segunda-feira",FALSE,2013
2013-01-08,6,42,13.75,"No",27821,"Jan","terça-feira",FALSE,2013
2013-01-09,8,54,16.12,"No",21255,"Jan","quarta-feira",FALSE,2013
2013-01-10,12,49,18.21,"No",26235,"Jan","quinta-feira",FALSE,2013
2013-01-11,13,63,17.13,"No",25403,"Jan","sexta-feira",FALSE,2013
2013-01-12,10,94,18.78,"No",28962,"Jan","sábado",TRUE,2013
2013-01-13,10,77,16.77,"No",29380,"Jan","domingo",TRUE,2013
2013-01-14,11,43,19.99,"No",23675,"Jan","segunda-feira",FALSE,2013
2013-01-15,7,48,16.86,"No",26425,"Jan","terça-feira",FALSE,2013
2013-01-16,6,46,13.61,"No",21943,"Jan","quarta-feira",FALSE,2013
2013-01-17,11,45,15.76,"No",24318,"Jan","quinta-feira",FALSE,2013
2013-01-18,16,63,12.35,"No",20963,"Jan","sexta-feira",FALSE,2013
2013-01-19,33,347,15.33,"Yes",48331,"Jan","sábado",TRUE,2013
2013-01-20,30,273,18.28,"Yes",35202,"Jan","domingo",TRUE,2013
2013-01-21,17,199,13.35,"Yes",35368,"Jan","segunda-feira",FALSE,2013
2013-01-22,6,34,17.64,"No",20781,"Jan","terça-feira",FALSE,2013
2013-01-23,6,42,16.01,"No",20142,"Jan","quarta-feira",FALSE,2013
2013-01-24,11,36,10.05,"No",20854,"Jan","quinta-feira",FALSE,2013
2013-01-25,12,37,11.17,"No",18346,"Jan","sexta-feira",FALSE,2013
2013-01-26,7,76,9.09,"No",23188,"Jan","sábado",TRUE,2013
2013-01-27,12,62,14.93,"No",17088,"Jan","domingo",TRUE,2013
2013-01-28,5,27,15.44,"No",13613,"Jan","segunda-feira",FALSE,2013
2013-01-29,10,30,8.09,"No",18932,"Jan","terça-feira",FALSE,2013
2013-01-30,7,36,9.43,"No",17124,"Jan","quarta-feira",FALSE,2013
2013-01-31,10,49,7.9,"No",20210,"Jan","quinta-feira",FALSE,2013
2013-02-01,9,59,11.79,"No",20601,"Fev","sexta-feira",FALSE,2013
2013-02-02,12,97,8.39,"No",18602,"Fev","sábado",TRUE,2013
2013-02-03,5,53,7.36,"No",16283,"Fev","domingo",TRUE,2013
2013-02-04,5,40,10.16,"No",18974,"Fev","segunda-feira",FALSE,2013
2013-02-05,5,40,7.34,"No",14330,"Fev","terça-feira",FALSE,2013
2013-02-06,7,39,6.72,"No",15409,"Fev","quarta-feira",FALSE,2013
2013-02-07,12,39,12.48,"No",18231,"Fev","quinta-feira",FALSE,2013
2013-02-08,15,65,17.31,"No",21535,"Fev","sexta-feira",FALSE,2013
2013-02-09,9,111,16.57,"No",18787,"Fev","sábado",TRUE,2013
2013-02-10,10,80,17.27,"No",19322,"Fev","domingo",TRUE,2013
2013-02-11,8,48,15.21,"No",18048,"Fev","segunda-feira",FALSE,2013
2013-02-12,9,50,11.98,"No",20955,"Fev","terça-feira",FALSE,2013
2013-02-13,7,48,15.99,"No",16961,"Fev","quarta-feira",FALSE,2013
2013-02-14,8,64,10.61,"No",23379,"Fev","quinta-feira",FALSE,2013
2013-02-15,16,66,10.63,"No",19732,"Fev","sexta-feira",FALSE,2013
2013-02-16,26,404,11.9,"Yes",57469,"Fev","sábado",TRUE,2013
2013-02-17,18,306,12.01,"Yes",39140,"Fev","domingo",TRUE,2013
2013-02-18,17,257,14.36,"Yes",42204,"Fev","segunda-feira",FALSE,2013
2013-02-19,9,32,11.87,"No",19055,"Fev","terça-feira",FALSE,2013
2013-02-20,7,40,13.17,"No",15162,"Fev","quarta-feira",FALSE,2013
2013-02-21,10,34,9.83,"No",15007,"Fev","quinta-feira",FALSE,2013
2013-02-22,16,47,10.32,"No",16734,"Fev","sexta-feira",FALSE,2013
2013-02-23,12,81,10.79,"No",23982,"Fev","sábado",TRUE,2013
2013-02-24,7,57,7.87,"No",18991,"Fev","domingo",TRUE,2013
2013-02-25,10,35,7.77,"No",17453,"Fev","segunda-feira",FALSE,2013
2013-02-26,6,32,8.15,"No",19972,"Fev","terça-feira",FALSE,2013
2013-02-27,6,35,8.54,"No",17067,"Fev","quarta-feira",FALSE,2013
2013-02-28,12,40,11.31,"No",18531,"Fev","quinta-feira",FALSE,2013
2013-03-01,9,56,8.56,"No",23572,"Mar","sexta-feira",FALSE,2013
2013-03-02,12,85,7.5,"No",20119,"Mar","sábado",TRUE,2013
2013-03-03,10,56,9.15,"No",19643,"Mar","domingo",TRUE,2013
2013-03-04,11,38,6.59,"No",16094,"Mar","segunda-feira",FALSE,2013
2013-03-05,5,31,9.28,"No",17302,"Mar","terça-feira",FALSE,2013
2013-03-06,5,35,10.14,"No",21138,"Mar","quarta-feira",FALSE,2013
2013-03-07,9,38,9.31,"No",19282,"Mar","quinta-feira",FALSE,2013
2013-03-08,9,47,12.75,"No",20655,"Mar","sexta-feira",FALSE,2013
2013-03-09,12,99,8.78,"No",22430,"Mar","sábado",TRUE,2013
2013-03-10,22,69,10.51,"No",22805,"Mar","domingo",TRUE,2013
2013-03-11,6,38,11.01,"No",19615,"Mar","segunda-feira",FALSE,2013
2013-03-12,7,35,10.32,"No",18497,"Mar","terça-feira",FALSE,2013
2013-03-13,7,40,9.3,"No",17354,"Mar","quarta-feira",FALSE,2013
2013-03-14,12,46,11.07,"No",24431,"Mar","quinta-feira",FALSE,2013
2013-03-15,12,62,9.69,"No",19185,"Mar","sexta-feira",FALSE,2013
2013-03-16,12,110,14.17,"No",23715,"Mar","sábado",TRUE,2013
2013-03-17,15,78,17.13,"No",23719,"Mar","domingo",TRUE,2013
2013-03-18,5,48,6.79,"No",18901,"Mar","segunda-feira",FALSE,2013
2013-03-19,7,38,8.48,"No",18208,"Mar","terça-feira",FALSE,2013
2013-03-20,7,47,6.71,"No",20766,"Mar","quarta-feira",FALSE,2013
2013-03-21,12,51,7.37,"No",20288,"Mar","quinta-feira",FALSE,2013
2013-03-22,16,69,9.77,"No",23676,"Mar","sexta-feira",FALSE,2013
2013-03-23,14,94,7.04,"No",22951,"Mar","sábado",TRUE,2013
2013-03-24,11,72,6.88,"No",23069,"Mar","domingo",TRUE,2013
2013-03-25,8,57,8.69,"No",20899,"Mar","segunda-feira",FALSE,2013
2013-03-26,5,53,9.72,"No",18040,"Mar","terça-feira",FALSE,2013
2013-03-27,8,56,8.47,"No",17260,"Mar","quarta-feira",FALSE,2013
2013-03-28,12,60,7.01,"No",21592,"Mar","quinta-feira",FALSE,2013
2013-03-29,12,83,8.27,"No",21703,"Mar","sexta-feira",FALSE,2013
2013-03-30,12,106,8.12,"No",33513,"Mar","sábado",TRUE,2013
2013-03-31,4,0,6.8,"No",14288,"Mar","domingo",TRUE,2013
2013-04-01,7,57,9.42,"No",22473,"Abr","segunda-feira",FALSE,2013
2013-04-02,6,50,6.65,"No",23490,"Abr","terça-feira",FALSE,2013
2013-04-03,10,58,6.62,"No",23438,"Abr","quarta-feira",FALSE,2013
2013-04-04,11,58,8.15,"No",21674,"Abr","quinta-feira",FALSE,2013
2013-04-05,10,85,10.93,"No",28739,"Abr","sexta-feira",FALSE,2013
2013-04-06,10,105,8.81,"No",27767,"Abr","sábado",TRUE,2013
2013-04-07,8,73,9.61,"No",21785,"Abr","domingo",TRUE,2013
2013-04-08,7,44,8.55,"No",20680,"Abr","segunda-feira",FALSE,2013
2013-04-09,7,34,10.72,"No",18672,"Abr","terça-feira",FALSE,2013
2013-04-10,8,35,8.8,"No",16903,"Abr","quarta-feira",FALSE,2013
2013-04-11,11,45,7.26,"No",21715,"Abr","quinta-feira",FALSE,2013
2013-04-12,10,64,10.14,"No",18779,"Abr","sexta-feira",FALSE,2013
2013-04-13,16,96,9.53,"No",22361,"Abr","sábado",TRUE,2013
2013-04-14,8,76,10.37,"No",18893,"Abr","domingo",TRUE,2013
2013-04-15,6,30,9.06,"No",16660,"Abr","segunda-feira",FALSE,2013
2013-04-16,10,35,7.88,"No",17146,"Abr","terça-feira",FALSE,2013
2013-04-17,7,41,8.87,"No",23210,"Abr","quarta-feira",FALSE,2013
2013-04-18,14,39,12.14,"No",15889,"Abr","quinta-feira",FALSE,2013
2013-04-19,11,58,11.05,"No",19228,"Abr","sexta-feira",FALSE,2013
2013-04-20,12,90,10.76,"No",22565,"Abr","sábado",TRUE,2013
2013-04-21,12,65,12.61,"No",20618,"Abr","domingo",TRUE,2013
2013-04-22,6,37,10.62,"No",15990,"Abr","segunda-feira",FALSE,2013
2013-04-23,5,41,7.42,"No",19208,"Abr","terça-feira",FALSE,2013
2013-04-24,8,38,9.78,"No",17074,"Abr","quarta-feira",FALSE,2013
2013-04-25,10,42,11.15,"No",21908,"Abr","quinta-feira",FALSE,2013
2013-04-26,15,61,9.49,"No",21723,"Abr","sexta-feira",FALSE,2013
2013-04-27,8,102,7.19,"No",29389,"Abr","sábado",TRUE,2013
2013-04-28,10,67,8.33,"No",22893,"Abr","domingo",TRUE,2013
2013-04-29,7,42,11.13,"No",22014,"Abr","segunda-feira",FALSE,2013
2013-04-30,5,38,8.15,"No",18474,"Abr","terça-feira",FALSE,2013
2013-05-01,6,41,11.68,"No",18477,"Mai","quarta-feira",FALSE,2013
2013-05-02,9,45,10.74,"No",18816,"Mai","quinta-feira",FALSE,2013
2013-05-03,8,57,12.37,"No",21863,"Mai","sexta-feira",FALSE,2013
2013-05-04,9,94,11.24,"No",22743,"Mai","sábado",TRUE,2013
2013-05-05,9,75,11.36,"No",23589,"Mai","domingo",TRUE,2013
2013-05-06,5,49,8.86,"No",18976,"Mai","segunda-feira",FALSE,2013
2013-05-07,5,45,8.4,"No",20451,"Mai","terça-feira",FALSE,2013
2013-05-08,5,47,8.36,"No",20288,"Mai","quarta-feira",FALSE,2013
2013-05-09,12,51,6.45,"No",23911,"Mai","quinta-feira",FALSE,2013
2013-05-10,11,67,8.63,"No",20301,"Mai","sexta-feira",FALSE,2013
2013-05-11,11,102,11.05,"No",23750,"Mai","sábado",TRUE,2013
2013-05-12,9,70,9.28,"No",18213,"Mai","domingo",TRUE,2013
2013-05-13,5,29,9.78,"No",18346,"Mai","segunda-feira",FALSE,2013
2013-05-14,6,35,8.68,"No",20971,"Mai","terça-feira",FALSE,2013
2013-05-15,7,45,9.2,"No",23246,"Mai","quarta-feira",FALSE,2013
2013-05-16,9,54,7.86,"No",20305,"Mai","quinta-feira",FALSE,2013
2013-05-17,9,80,9.14,"No",24500,"Mai","sexta-feira",FALSE,2013
2013-05-18,11,103,6.11,"No",26562,"Mai","sábado",TRUE,2013
2013-05-19,9,77,7.17,"No",23039,"Mai","domingo",TRUE,2013
2013-05-20,5,43,8.1,"No",19264,"Mai","segunda-feira",FALSE,2013
2013-05-21,6,42,5.66,"No",22327,"Mai","terça-feira",FALSE,2013
2013-05-22,6,49,8.19,"No",17738,"Mai","quarta-feira",FALSE,2013
2013-05-23,12,70,10.32,"No",20688,"Mai","quinta-feira",FALSE,2013
2013-05-24,12,81,11.88,"No",22823,"Mai","sexta-feira",FALSE,2013
2013-05-25,21,469,12.99,"Yes",43329,"Mai","sábado",TRUE,2013
2013-05-26,25,311,12.31,"Yes",36704,"Mai","domingo",TRUE,2013
2013-05-27,20,321,16.42,"Yes",43562,"Mai","segunda-feira",FALSE,2013
2013-05-28,9,48,14.7,"No",19662,"Mai","terça-feira",FALSE,2013
2013-05-29,8,48,14.19,"No",18976,"Mai","quarta-feira",FALSE,2013
2013-05-30,9,45,8.62,"No",22038,"Mai","quinta-feira",FALSE,2013
2013-05-31,8,66,10.3,"No",17998,"Mai","sexta-feira",FALSE,2013
2013-06-01,9,106,10.28,"No",20069,"Jun","sábado",TRUE,2013
2013-06-02,9,81,11.41,"No",25982,"Jun","domingo",TRUE,2013
2013-06-03,6,53,9.2,"No",19978,"Jun","segunda-feira",FALSE,2013
2013-06-04,6,49,10.98,"No",19521,"Jun","terça-feira",FALSE,2013
2013-06-05,6,52,9,"No",24727,"Jun","quarta-feira",FALSE,2013
2013-06-06,15,55,10.07,"No",22809,"Jun","quinta-feira",FALSE,2013
2013-06-07,8,66,10.75,"No",18028,"Jun","sexta-feira",FALSE,2013
2013-06-08,11,105,12.15,"No",27359,"Jun","sábado",TRUE,2013
2013-06-09,17,71,10.91,"No",21297,"Jun","domingo",TRUE,2013
2013-06-10,6,47,9.57,"No",19128,"Jun","segunda-feira",FALSE,2013
2013-06-11,6,50,9.34,"No",17495,"Jun","terça-feira",FALSE,2013
2013-06-12,5,47,12.23,"No",16088,"Jun","quarta-feira",FALSE,2013
