"Date","Num_Employees","Num_Customers","Pct_On_Sale","TouristEvent","Sales","Month","DayOfWeek","Weekend","Year"
2012-08-17,20,165,9.39,"No",37241,"Ago","sexta-feira",FALSE,2012
2012-08-18,23,198,7.01,"No",40656,"Ago","sábado",TRUE,2012
2012-08-19,25,151,9.62,"No",44702,"Ago","domingo",TRUE,2012
2012-08-20,21,99,8.9,"No",44339,"Ago","segunda-feira",FALSE,2012
2012-08-21,9,116,10.95,"No",37333,"Ago","terça-feira",FALSE,2012
2012-08-22,14,116,11.22,"No",36936,"Ago","quarta-feira",FALSE,2012
2012-08-23,29,131,7.89,"No",32440,"Ago","quinta-feira",FALSE,2012
2012-08-24,26,177,12.61,"No",43856,"Ago","sexta-feira",FALSE,2012
2012-08-25,31,237,9.5,"No",41578,"Ago","sábado",TRUE,2012
2012-08-26,21,168,14.5,"No",37605,"Ago","domingo",TRUE,2012
2012-08-27,9,113,9.12,"No",39517,"Ago","segunda-feira",FALSE,2012
2012-08-28,10,113,10.45,"No",34096,"Ago","terça-feira",FALSE,2012
2012-08-29,15,96,10.64,"No",43255,"Ago","quarta-feira",FALSE,2012
2012-08-30,22,98,9.9,"No",39801,"Ago","quinta-feira",FALSE,2012
2012-08-31,31,150,8.99,"No",48063,"Ago","sexta-feira",FALSE,2012
2012-09-01,27,236,12.55,"No",42480,"Set","sábado",TRUE,2012
2012-09-02,27,205,10.62,"No",41413,"Set","domingo",TRUE,2012
2012-09-03,12,207,9.58,"No",53051,"Set","segunda-feira",FALSE,2012
2012-09-04,18,81,7.91,"No",34523,"Set","terça-feira",FALSE,2012
2012-09-05,18,75,7.92,"No",36234,"Set","quarta-feira",FALSE,2012
2012-09-06,24,100,6.73,"No",44362,"Set","quinta-feira",FALSE,2012
2012-09-07,24,115,7.28,"No",37721,"Set","sexta-feira",FALSE,2012
2012-09-08,17,155,6.63,"No",44614,"Set","sábado",TRUE,2012
2012-09-09,22,123,6.37,"No",43165,"Set","domingo",TRUE,2012
2012-09-10,33,281,8.01,"Yes",47905,"Set","segunda-feira",FALSE,2012
2012-09-11,36,321,5.74,"Yes",67441,"Set","terça-feira",FALSE,2012
2012-09-12,28,312,8.36,"Yes",52790,"Set","quarta-feira",FALSE,2012
2012-09-13,23,106,8.91,"No",43510,"Set","quinta-feira",FALSE,2012
2012-09-14,24,117,8.16,"No",35836,"Set","sexta-feira",FALSE,2012
2012-09-15,30,169,9.23,"No",48921,"Set","sábado",TRUE,2012
2012-09-16,20,123,6.91,"No",38582,"Set","domingo",TRUE,2012
2012-09-17,11,83,5.67,"No",39150,"Set","segunda-feira",FALSE,2012
2012-09-18,11,74,8.13,"No",37869,"Set","terça-feira",FALSE,2012
2012-09-19,17,74,5.91,"No",36245,"Set","quarta-feira",FALSE,2012
2012-09-20,34,103,9.22,"No",34681,"Set","quinta-feira",FALSE,2012
2012-09-21,26,125,9.3,"No",39210,"Set","sexta-feira",FALSE,2012
2012-09-22,28,200,6.58,"No",41146,"Set","sábado",TRUE,2012
2012-09-23,30,145,10.18,"No",35787,"Set","domingo",TRUE,2012
2012-09-24,13,80,9.5,"No",36780,"Set","segunda-feira",FALSE,2012
2012-09-25,14,71,8.01,"No",38106,"Set","terça-feira",FALSE,2012
2012-09-26,20,80,11.51,"No",35168,"Set","quarta-feira",FALSE,2012
2012-09-27,23,88,6.6,"No",33661,"Set","quinta-feira",FALSE,2012
2012-09-28,27,122,9.65,"No",35259,"Set","sexta-feira",FALSE,2012
2012-09-29,27,196,8.91,"No",50016,"Set","sábado",TRUE,2012
2012-09-30,22,122,10.59,"No",38171,"Set","domingo",TRUE,2012
2012-10-01,9,68,9.54,"No",33965,"Out","segunda-feira",FALSE,2012
2012-10-02,14,82,6.89,"No",44245,"Out","terça-feira",FALSE,2012
2012-10-03,16,77,6.98,"No",36227,"Out","quarta-feira",FALSE,2012
2012-10-04,21,102,11.44,"No",40053,"Out","quinta-feira",FALSE,2012
2012-10-05,27,124,9.54,"No",32449,"Out","sexta-feira",FALSE,2012
2012-10-06,62,820,8.65,"Yes",114885,"Out","sábado",TRUE,2012
2012-10-07,54,532,9.65,"Yes",78397,"Out","domingo",TRUE,2012
2012-10-08,33,331,11.19,"Yes",54465,"Out","segunda-feira",FALSE,2012
2012-10-09,18,68,8.31,"No",35868,"Out","terça-feira",FALSE,2012
2012-10-10,17,70,10.69,"No",33957,"Out","quarta-feira",FALSE,2012
2012-10-11,20,99,7.82,"No",37253,"Out","quinta-feira",FALSE,2012
2012-10-12,25,155,10.59,"No",41685,"Out","sexta-feira",FALSE,2012
2012-10-13,27,211,10.7,"No",55157,"Out","sábado",TRUE,2012
2012-10-14,23,149,7.11,"No",45905,"Out","domingo",TRUE,2012
2012-10-15,16,76,11.18,"No",34668,"Out","segunda-feira",FALSE,2012
2012-10-16,20,90,7.32,"No",37773,"Out","terça-feira",FALSE,2012
2012-10-17,13,81,6.29,"No",32077,"Out","quarta-feira",FALSE,2012
2012-10-18,36,96,12.7,"No",39300,"Out","quinta-feira",FALSE,2012
2012-10-19,38,134,14.56,"No",46434,"Out","sexta-feira",FALSE,2012
2012-10-20,39,253,15.15,"No",52463,"Out","sábado",TRUE,2012
2012-10-21,23,154,12.78,"No",50927,"Out","domingo",TRUE,2012
2012-10-22,14,76,7.05,"No",37452,"Out","segunda-feira",FALSE,2012
2012-10-23,19,93,9.16,"No",40508,"Out","terça-feira",FALSE,2012
2012-10-24,21,104,7.64,"No",40354,"Out","quarta-feira",FALSE,2012
2012-10-25,25,98,6.48,"No",53853,"Out","quinta-feira",FALSE,2012
2012-10-26,38,126,8.03,"No",55673,"Out","sexta-feira",FALSE,2012
2012-10-27,29,154,10.82,"No",45241,"Out","sábado",TRUE,2012
2012-10-28,32,112,8.86,"No",49978,"Out","domingo",TRUE,2012
2012-10-29,14,70,10.15,"No",47304,"Out","segunda-feira",FALSE,2012
2012-10-30,15,81,5.84,"No",38894,"Out","terça-feira",FALSE,2012
2012-10-31,17,101,6.45,"No",50197,"Out","quarta-feira",FALSE,2012
2012-11-01,17,97,10.68,"No",48835,"Nov","quinta-feira",FALSE,2012
2012-11-02,32,150,5.66,"No",38227,"Nov","sexta-feira",FALSE,2012
2012-11-03,26,212,6.61,"No",65925,"Nov","sábado",TRUE,2012
2012-11-04,28,158,10.07,"No",52522,"Nov","domingo",TRUE,2012
2012-11-05,10,75,8.91,"No",47155,"Nov","segunda-feira",FALSE,2012
2012-11-06,20,75,9.92,"No",46734,"Nov","terça-feira",FALSE,2012
2012-11-07,23,86,10.95,"No",45575,"Nov","quarta-feira",FALSE,2012
2012-11-08,29,100,6.77,"No",40855,"Nov","quinta-feira",FALSE,2012
2012-11-09,34,144,8.58,"No",59062,"Nov","sexta-feira",FALSE,2012
2012-11-10,79,857,10.55,"Yes",116394,"Nov","sábado",TRUE,2012
2012-11-11,80,654,8.17,"Yes",82584,"Nov","domingo",TRUE,2012
2012-11-12,53,576,9.44,"Yes",103290,"Nov","segunda-feira",FALSE,2012
2012-11-13,13,86,6.69,"No",42996,"Nov","terça-feira",FALSE,2012
2012-11-14,20,92,8.24,"No",41537,"Nov","quarta-feira",FALSE,2012
2012-11-15,22,111,11.08,"No",47359,"Nov","quinta-feira",FALSE,2012
2012-11-16,50,163,15.05,"No",43261,"Nov","sexta-feira",FALSE,2012
2012-11-17,49,290,19.94,"No",80397,"Nov","sábado",TRUE,2012
2012-11-18,49,213,14.94,"No",58634,"Nov","domingo",TRUE,2012
2012-11-19,19,144,8.84,"No",59036,"Nov","segunda-feira",FALSE,2012
2012-11-20,24,149,14.76,"No",43151,"Nov","terça-feira",FALSE,2012
2012-11-21,30,163,14.15,"No",57208,"Nov","quarta-feira",FALSE,2012
2012-11-22,13,237,15.17,"No",46675,"Nov","quinta-feira",FALSE,2012
2012-11-23,83,1088,15.88,"No",171345,"Nov","sexta-feira",FALSE,2012
2012-11-24,48,297,16.39,"No",71030,"Nov","sábado",TRUE,2012
2012-11-25,35,223,17.48,"No",52077,"Nov","domingo",TRUE,2012
2012-11-26,15,88,14.55,"No",48822,"Nov","segunda-feira",FALSE,2012
2012-11-27,19,83,10.65,"No",53724,"Nov","terça-feira",FALSE,2012
2012-11-28,15,96,11.24,"No",61901,"Nov","quarta-feira",FALSE,2012
2012-11-29,32,96,10.39,"No",60584,"Nov","quinta-feira",FALSE,2012
2012-11-30,39,124,15.86,"No",66716,"Nov","sexta-feira",FALSE,2012
2012-12-01,30,269,11,"No",76409,"Dez","sábado",TRUE,2012
2012-12-02,30,189,11.39,"No",80560,"Dez","domingo",TRUE,2012
2012-12-03,18,93,14.78,"No",64383,"Dez","segunda-feira",FALSE,2012
2012-12-04,9,99,17.07,"No",54377,"Dez","terça-feira",FALSE,2012
2012-12-05,13,120,15.82,"No",69302,"Dez","quarta-feira",FALSE,2012
2012-12-06,19,126,14.3,"No",62347,"Dez","quinta-feira",FALSE,2012
2012-12-07,30,161,13.25,"No",81766,"Dez","sexta-feira",FALSE,2012
2012-12-08,25,243,10.55,"No",73663,"Dez","sábado",TRUE,2012
2012-12-09,28,256,17.63,"No",71624,"Dez","domingo",TRUE,2012
2012-12-10,17,112,12.72,"No",56252,"Dez","segunda-feira",FALSE,2012
2012-12-11,14,126,13.02,"No",69250,"Dez","terça-feira",FALSE,2012
2012-12-12,17,144,13.36,"No",64184,"Dez","quarta-feira",FALSE,2012
2012-12-13,23,139,11.2,"No",73069,"Dez","quinta-feira",FALSE,2012
2012-12-14,29,177,19.22,"No",72654,"Dez","sexta-feira",FALSE,2012
2012-12-15,29,356,18.86,"No",81759,"Dez","sábado",TRUE,2012
2012-12-16,21,288,18.74,"No",81381,"Dez","domingo",TRUE,2012
2012-12-17,14,207,18.15,"No",77255,"Dez","segunda-feira",FALSE,2012
2012-12-18,18,201,14.8,"No",64461,"Dez","terça-feira",FALSE,2012
2012-12-19,18,261,19.56,"No",74585,"Dez","quarta-feira",FALSE,2012
2012-12-20,30,261,17.01,"No",76553,"Dez","quinta-feira",FALSE,2012
2012-12-21,36,314,18.78,"No",68743,"Dez","sexta-feira",FALSE,2012
2012-12-22,42,466,20.65,"No",88382,"Dez","sábado",TRUE,2012
2012-12-23,40,466,17.99,"No",79196,"Dez","domingo",TRUE,2012
2012-12-24,18,217,22.1,"No",71162,"Dez","segunda-feira",FALSE,2012
2012-12-25,0,0,0,"No",0,"Dez","terça-feira",FALSE,2012
2012-12-26,23,452,19.36,"No",74881,"Dez","quarta-feira",FALSE,2012
2012-12-27,28,260,20.14,"No",63853,"Dez","quinta-feira",FALSE,2012
2012-12-28,29,265,12.56,"No",74461,"Dez","sexta-feira",FALSE,2012
2012-12-29,24,302,13.06,"No",76098,"Dez","sábado",TRUE,2012
2012-12-30,26,288,17.81,"No",48917,"Dez","domingo",TRUE,2012
2012-12-31,18,243,13.9,"No",62693,"Dez","segunda-feira",FALSE,2012
2013-01-01,18,140,18.43,"No",48973,"Jan","terça-feira",FALSE,2013
2013-01-02,15,186,13.89,"No",47743,"Jan","quarta-feira",FALSE,2013
2013-01-03,21,135,20.73,"No",58291,"Jan","quinta-feira",FALSE,2013
2013-01-04,27,137,17.56,"No",60871,"Jan","sexta-feira",FALSE,2013
2013-01-05,26,197,17.65,"No",51324,"Jan","sábado",TRUE,2013
2013-01-06,27,129,15.72,"No",46833,"Jan","domingo",TRUE,2013
2013-01-07,9,99,18.16,"No",50882,"Jan","segunda-feira",FALSE,2013
2013-01-08,12,75,13.17,"No",41597,"Jan","terça-feira",FALSE,2013
2013-01-09,11,97,15.43,"No",49296,"Jan","quarta-feira",FALSE,2013
2013-01-10,18,89,17.43,"No",40061,"Jan","quinta-feira",FALSE,2013
2013-01-11,24,113,16.4,"No",48834,"Jan","sexta-feira",FALSE,2013
2013-01-12,16,169,17.98,"No",58881,"Jan","sábado",TRUE,2013
2013-01-13,16,139,16.05,"No",61532,"Jan","domingo",TRUE,2013
2013-01-14,15,77,19.14,"No",48030,"Jan","segunda-feira",FALSE,2013
2013-01-15,10,85,16.14,"No",51677,"Jan","terça-feira",FALSE,2013
2013-01-16,12,83,13.03,"No",52836,"Jan","quarta-feira",FALSE,2013
2013-01-17,16,80,15.09,"No",48870,"Jan","quinta-feira",FALSE,2013
2013-01-18,27,112,11.82,"No",42455,"Jan","sexta-feira",FALSE,2013
2013-01-19,45,622,14.67,"Yes",85376,"Jan","sábado",TRUE,2013
2013-01-20,39,488,17.5,"Yes",61592,"Jan","domingo",TRUE,2013
2013-01-21,30,357,12.78,"Yes",51725,"Jan","segunda-feira",FALSE,2013
2013-01-22,11,61,16.89,"No",29401,"Jan","terça-feira",FALSE,2013
2013-01-23,11,75,15.33,"No",36534,"Jan","quarta-feira",FALSE,2013
2013-01-24,22,64,9.62,"No",34180,"Jan","quinta-feira",FALSE,2013
2013-01-25,20,66,10.7,"No",36310,"Jan","sexta-feira",FALSE,2013
2013-01-26,15,135,8.7,"No",35596,"Jan","sábado",TRUE,2013
2013-01-27,23,112,14.3,"No",38898,"Jan","domingo",TRUE,2013
2013-01-28,12,48,14.78,"No",30026,"Jan","segunda-feira",FALSE,2013
2013-01-29,17,53,7.75,"No",29317,"Jan","terça-feira",FALSE,2013
2013-01-30,11,64,9.03,"No",30136,"Jan","quarta-feira",FALSE,2013
2013-01-31,22,88,7.56,"No",30715,"Jan","quinta-feira",FALSE,2013
2013-02-01,19,106,11.29,"No",38401,"Fev","sexta-feira",FALSE,2013
2013-02-02,22,172,8.03,"No",33975,"Fev","sábado",TRUE,2013
2013-02-03,10,96,7.05,"No",33435,"Fev","domingo",TRUE,2013
2013-02-04,11,72,9.73,"No",26380,"Fev","segunda-feira",FALSE,2013
2013-02-05,11,72,7.03,"No",34067,"Fev","terça-feira",FALSE,2013
2013-02-06,11,68,6.43,"No",33653,"Fev","quarta-feira",FALSE,2013
2013-02-07,19,68,11.95,"No",27681,"Fev","quinta-feira",FALSE,2013
2013-02-08,27,116,16.58,"No",42371,"Fev","sexta-feira",FALSE,2013
2013-02-09,19,198,15.86,"No",40885,"Fev","sábado",TRUE,2013
2013-02-10,15,142,16.53,"No",28068,"Fev","domingo",TRUE,2013
2013-02-11,16,84,14.57,"No",31563,"Fev","segunda-feira",FALSE,2013
2013-02-12,14,90,11.47,"No",30593,"Fev","terça-feira",FALSE,2013
2013-02-13,10,84,15.31,"No",29867,"Fev","quarta-feira",FALSE,2013
2013-02-14,18,113,10.16,"No",39821,"Fev","quinta-feira",FALSE,2013
2013-02-15,26,119,10.18,"No",34430,"Fev","sexta-feira",FALSE,2013
2013-02-16,58,718,11.4,"Yes",113669,"Fev","sábado",TRUE,2013
2013-02-17,28,544,11.5,"Yes",70343,"Fev","domingo",TRUE,2013
2013-02-18,30,457,13.75,"Yes",65109,"Fev","segunda-feira",FALSE,2013
2013-02-19,18,58,11.36,"No",29660,"Fev","terça-feira",FALSE,2013
2013-02-20,13,71,12.61,"No",27147,"Fev","quarta-feira",FALSE,2013
2013-02-21,18,60,9.41,"No",27070,"Fev","quinta-feira",FALSE,2013
2013-02-22,21,84,9.88,"No",33510,"Fev","sexta-feira",FALSE,2013
2013-02-23,27,144,10.33,"No",32936,"Fev","sábado",TRUE,2013
2013-02-24,17,102,7.54,"No",35108,"Fev","domingo",TRUE,2013
2013-02-25,13,63,7.44,"No",24331,"Fev","segunda-feira",FALSE,2013
2013-02-26,10,57,7.8,"No",28161,"Fev","terça-feira",FALSE,2013
2013-02-27,13,63,8.17,"No",28990,"Fev","quarta-feira",FALSE,2013
2013-02-28,22,71,10.83,"No",32831,"Fev","quinta-feira",FALSE,2013
2013-03-01,15,99,8.2,"No",39263,"Mar","sexta-feira",FALSE,2013
2013-03-02,20,152,7.18,"No",34879,"Mar","sábado",TRUE,2013
2013-03-03,21,99,8.76,"No",31991,"Mar","domingo",TRUE,2013
2013-03-04,16,68,6.31,"No",32005,"Mar","segunda-feira",FALSE,2013
2013-03-05,8,55,8.88,"No",37806,"Mar","terça-feira",FALSE,2013
2013-03-06,11,63,9.71,"No",40000,"Mar","quarta-feira",FALSE,2013
2013-03-07,19,67,8.91,"No",35925,"Mar","quinta-feira",FALSE,2013
2013-03-08,19,83,12.21,"No",31243,"Mar","sexta-feira",FALSE,2013
2013-03-09,17,174,8.41,"No",40058,"Mar","sábado",TRUE,2013
2013-03-10,38,122,10.07,"No",39202,"Mar","domingo",TRUE,2013
2013-03-11,12,67,10.54,"No",38644,"Mar","segunda-feira",FALSE,2013
2013-03-12,11,62,9.88,"No",35610,"Mar","terça-feira",FALSE,2013
2013-03-13,14,70,8.91,"No",33752,"Mar","quarta-feira",FALSE,2013
2013-03-14,23,80,10.6,"No",31068,"Mar","quinta-feira",FALSE,2013
2013-03-15,25,109,9.28,"No",39265,"Mar","sexta-feira",FALSE,2013
2013-03-16,23,194,13.56,"No",43220,"Mar","sábado",TRUE,2013
2013-03-17,26,137,16.4,"No",41794,"Mar","domingo",TRUE,2013
2013-03-18,10,86,6.5,"No",35165,"Mar","segunda-feira",FALSE,2013
2013-03-19,10,67,8.12,"No",33749,"Mar","terça-feira",FALSE,2013
2013-03-20,13,82,6.42,"No",36494,"Mar","quarta-feira",FALSE,2013
2013-03-21,20,90,7.06,"No",33312,"Mar","quinta-feira",FALSE,2013
2013-03-22,28,121,9.35,"No",37911,"Mar","sexta-feira",FALSE,2013
2013-03-23,24,165,6.74,"No",43411,"Mar","sábado",TRUE,2013
2013-03-24,16,126,6.58,"No",34053,"Mar","domingo",TRUE,2013
2013-03-25,13,101,8.32,"No",34946,"Mar","segunda-feira",FALSE,2013
2013-03-26,12,93,9.31,"No",32855,"Mar","terça-feira",FALSE,2013
2013-03-27,13,98,8.11,"No",35643,"Mar","quarta-feira",FALSE,2013
2013-03-28,15,105,6.71,"No",30178,"Mar","quinta-feira",FALSE,2013
2013-03-29,20,146,7.92,"No",39376,"Mar","sexta-feira",FALSE,2013
2013-03-30,15,185,7.77,"No",47234,"Mar","sábado",TRUE,2013
2013-03-31,7,0,6.51,"No",26218,"Mar","domingo",TRUE,2013
2013-04-01,10,100,9.02,"No",37691,"Abr","segunda-feira",FALSE,2013
2013-04-02,12,87,6.37,"No",35095,"Abr","terça-feira",FALSE,2013
2013-04-03,13,103,6.34,"No",36838,"Abr","quarta-feira",FALSE,2013
2013-04-04,27,103,7.8,"No",34448,"Abr","quinta-feira",FALSE,2013
2013-04-05,18,149,10.46,"No",40098,"Abr","sexta-feira",FALSE,2013
2013-04-06,15,184,8.43,"No",42391,"Abr","sábado",TRUE,2013
2013-04-07,19,128,9.2,"No",36794,"Abr","domingo",TRUE,2013
2013-04-08,11,77,8.19,"No",30200,"Abr","segunda-feira",FALSE,2013
2013-04-09,11,59,10.27,"No",30758,"Abr","terça-feira",FALSE,2013
2013-04-10,14,61,8.43,"No",30503,"Abr","quarta-feira",FALSE,2013
2013-04-11,19,79,6.95,"No",37311,"Abr","quinta-feira",FALSE,2013
2013-04-12,16,112,9.71,"No",35606,"Abr","sexta-feira",FALSE,2013
2013-04-13,19,168,9.12,"No",39334,"Abr","sábado",TRUE,2013
2013-04-14,17,133,9.93,"No",36689,"Abr","domingo",TRUE,2013
2013-04-15,12,54,8.68,"No",31807,"Abr","segunda-feira",FALSE,2013
2013-04-16,16,61,7.54,"No",31423,"Abr","terça-feira",FALSE,2013
2013-04-17,15,71,8.49,"No",29703,"Abr","quarta-feira",FALSE,2013
2013-04-18,19,69,11.62,"No",31366,"Abr","quinta-feira",FALSE,2013
2013-04-19,19,102,10.58,"No",33256,"Abr","sexta-feira",FALSE,2013
2013-04-20,24,157,10.3,"No",41566,"Abr","sábado",TRUE,2013
2013-04-21,15,115,12.08,"No",33951,"Abr","domingo",TRUE,2013
2013-04-22,9,63,10.17,"No",34896,"Abr","segunda-feira",FALSE,2013
2013-04-23,11,71,7.11,"No",42248,"Abr","terça-feira",FALSE,2013
2013-04-24,12,66,9.37,"No",33263,"Abr","quarta-feira",FALSE,2013
2013-04-25,15,73,10.67,"No",38729,"Abr","quinta-feira",FALSE,2013
2013-04-26,23,107,9.08,"No",36689,"Abr","sexta-feira",FALSE,2013
2013-04-27,16,177,6.89,"No",44195,"Abr","sábado",TRUE,2013
2013-04-28,18,116,7.97,"No",31213,"Abr","domingo",TRUE,2013
2013-04-29,11,73,10.65,"No",29065,"Abr","segunda-feira",FALSE,2013
2013-04-30,12,65,7.8,"No",40183,"Abr","terça-feira",FALSE,2013
2013-05-01,15,71,11.18,"No",44644,"Mai","quarta-feira",FALSE,2013
2013-05-02,16,78,10.28,"No",32779,"Mai","quinta-feira",FALSE,2013
2013-05-03,14,99,11.84,"No",36015,"Mai","sexta-feira",FALSE,2013
2013-05-04,16,164,10.76,"No",38127,"Mai","sábado",TRUE,2013
2013-05-05,15,131,10.87,"No",42165,"Mai","domingo",TRUE,2013
2013-05-06,9,86,8.49,"No",35486,"Mai","segunda-feira",FALSE,2013
2013-05-07,10,78,8.04,"No",32888,"Mai","terça-feira",FALSE,2013
2013-05-08,12,80,8.01,"No",31840,"Mai","quarta-feira",FALSE,2013
2013-05-09,20,88,6.17,"No",40765,"Mai","quinta-feira",FALSE,2013
2013-05-10,16,116,8.27,"No",38978,"Mai","sexta-feira",FALSE,2013
2013-05-11,17,176,10.58,"No",43649,"Mai","sábado",TRUE,2013
2013-05-12,21,120,8.89,"No",33668,"Mai","domingo",TRUE,2013
2013-05-13,10,50,9.37,"No",34384,"Mai","segunda-feira",FALSE,2013
2013-05-14,10,60,8.31,"No",33098,"Mai","terça-feira",FALSE,2013
2013-05-15,13,78,8.8,"No",39686,"Mai","quarta-feira",FALSE,2013
2013-05-16,16,93,7.53,"No",38757,"Mai","quinta-feira",FALSE,2013
2013-05-17,19,138,8.75,"No",36661,"Mai","sexta-feira",FALSE,2013
2013-05-18,17,178,5.85,"No",41292,"Mai","sábado",TRUE,2013
2013-05-19,20,132,6.86,"No",32096,"Mai","domingo",TRUE,2013
2013-05-20,11,75,7.75,"No",40887,"Mai","segunda-feira",FALSE,2013
2013-05-21,12,72,5.42,"No",31861,"Mai","terça-feira",FALSE,2013
2013-05-22,10,85,7.84,"No",32028,"Mai","quarta-feira",FALSE,2013
2013-05-23,17,119,9.88,"No",43032,"Mai","quinta-feira",FALSE,2013
2013-05-24,17,140,11.38,"No",38893,"Mai","sexta-feira",FALSE,2013
2013-05-25,47,807,12.44,"Yes",94310,"Mai","sábado",TRUE,2013
2013-05-26,39,535,11.78,"Yes",61910,"Mai","domingo",TRUE,2013
2013-05-27,28,553,15.73,"Yes",68710,"Mai","segunda-feira",FALSE,2013
2013-05-28,14,82,14.08,"No",33565,"Mai","terça-feira",FALSE,2013
2013-05-29,12,82,13.58,"No",28092,"Mai","quarta-feira",FALSE,2013
2013-05-30,20,77,8.25,"No",38618,"Mai","quinta-feira",FALSE,2013
2013-05-31,17,114,9.86,"No",33682,"Mai","sexta-feira",FALSE,2013
2013-06-01,14,181,9.84,"No",45300,"Jun","sábado",TRUE,2013
2013-06-02,17,139,10.92,"No",38835,"Jun","domingo",TRUE,2013
2013-06-03,9,92,8.81,"No",31469,"Jun","segunda-feira",FALSE,2013
2013-06-04,8,84,10.51,"No",34434,"Jun","terça-feira",FALSE,2013
2013-06-05,15,89,8.62,"No",35777,"Jun","quarta-feira",FALSE,2013
2013-06-06,19,94,9.64,"No",34554,"Jun","quinta-feira",FALSE,2013
2013-06-07,14,114,10.29,"No",33878,"Jun","sexta-feira",FALSE,2013
2013-06-08,18,181,11.63,"No",41265,"Jun","sábado",TRUE,2013
2013-06-09,27,121,10.44,"No",41927,"Jun","domingo",TRUE,2013
2013-06-10,11,82,9.17,"No",35276,"Jun","segunda-feira",FALSE,2013
2013-06-11,9,86,8.94,"No",32774,"Jun","terça-feira",FALSE,2013
2013-06-12,10,82,11.71,"No",33198,"Jun","quarta-feira",FALSE,2013
